sub,harm1,harm2,harm3,fairness1,fairness2,fairness3,Ingroup1,Ingroup2,Ingroup3,Authority1,Authority2,Authority3,Purity1,Purity2,Purity3,sise,E,A_R,C,N_R,O,E_R,A,C_R,N,O_R,mood,subjwell,cogref.1,cogref.2,cogref.3,politics,Country,Weird,Execution
1509,2,5,2,2,2,3,4,5,2,2,2,2,4,1,5,1,6,2,4,6,6,2,6,7,2,6,3,6,1,1,0,6,Hungary,1,illegal
6805,2,5,4,5,3,5,2,2,3,5,2,3,3,4,3,4,4,1,5,5,3,4,6,1,3,6,2,8,1,1,0,4,Hungary,1,illegal
40,4,2,5,3,5,5,4,4,4,1,5,5,4,3,3,1,1,3,4,5,5,7,2,2,3,6,3,4,1,1,0,4,UK,1,illegal
642,4,5,5,5,3,5,3,6,3,4,4,5,5,4,2,3,5,3,3,3,6,3,4,3,4,2,4,9,1,1,0,5,UK,1,illegal
4078,5,2,5,4,5,5,5,5,5,5,5,3,4,3,3,3,2,5,6,2,4,6,4,1,6,5,4,8,1,1,0,NA,USA,1,legal
4366,5,5,5,5,5,5,4,5,4,5,4,5,4,5,4,4,6,4,6,6,5,6,7,4,4,6,3,9,1,1,0,2,USA,1,legal
4410,5,5,4,5,5,5,3,3,2,2,4,2,5,4,5,4,2,6,4,6,2,6,3,4,4,5,3,8,1,1,0,6,USA,1,legal
5191,5,4,5,5,6,5,5,5,4,5,4,3,5,5,5,4,3,5,5,3,5,5,5,3,5,3,3,7,1,1,0,5,USA,1,legal
5954,5,5,6,6,6,6,3,4,6,5,4,3,4,5,3,5,6,5,7,3,6,6,7,2,4,1,3,9,1,1,0,3,USA,1,legal
6721,5,5,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,7,3,5,3,5,4,8,1,1,0,5,USA,1,legal
7123,5,5,4,5,5,5,4,5,5,3,5,5,2,2,4,4,6,5,5,2,7,3,5,5,6,1,4,9,1,1,0,5,USA,1,legal
833,6,5,5,4,5,5,4,3,5,2,5,4,6,6,6,4,5,6,6,6,4,6,6,6,7,4,2,8,1,1,0,5,USA,1,legal
2285,6,6,6,6,5,6,5,4,6,2,5,4,6,4,6,2,6,6,7,5,7,2,7,5,2,2,4,7,1,1,0,2,USA,1,legal
3331,6,5,4,6,6,4,6,6,6,6,2,1,4,4,4,1,3,1,4,7,4,4,4,7,7,5,2,3,1,1,0,3,USA,1,legal
4108,6,5,6,4,5,5,5,6,4,2,4,4,3,3,4,3,5,5,5,2,2,3,3,4,5,6,3,8,1,1,0,1,USA,1,legal
5060,6,4,6,5,6,4,4,2,4,4,5,5,4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,1,1,0,4,USA,1,legal
5064,6,5,6,5,6,6,5,3,3,1,6,4,4,4,6,3,5,4,6,5,3,3,4,2,6,2,5,9,1,1,0,3,USA,1,legal
5964,6,6,5,6,6,5,5,2,4,3,5,4,2,3,4,4,6,3,6,4,6,2,6,1,5,3,4,8,1,1,0,1,USA,1,legal
6545,6,5,5,4,5,3,4,4,3,1,4,5,3,4,5,3,5,5,5,3,6,2,6,5,5,5,2,3,1,1,0,4,USA,1,legal
6793,6,4,4,3,4,5,1,1,4,1,4,1,2,2,2,4,5,3,6,3,6,5,6,4,5,2,3,6,1,1,0,6,USA,1,legal
7145,6,5,4,5,3,4,5,5,3,1,3,1,3,3,5,4,6,2,5,1,7,4,7,6,7,2,4,8,1,1,0,3,Germany,1,illegal
7208,6,5,5,5,6,6,5,4,6,5,6,3,6,5,6,3,6,6,5,6,4,5,6,3,4,1,2,3,1,1,0,3,Germany,1,illegal
3042,2,2,2,3,3,3,2,4,3,1,1,4,2,3,5,3,4,4,4,4,6,4,7,1,4,4,4,8,1,1,0,5,India,0,legal
1346,4,3,5,5,6,5,5,5,3,4,5,6,3,3,4,3,4,1,5,5,4,5,6,5,3,3,3,6,1,1,0,4,India,0,legal
3352,5,5,6,5,5,4,4,6,4,3,5,4,5,5,5,3,6,2,6,2,6,4,7,5,3,3,5,9,1,1,0,NA,India,0,legal
3354,5,5,5,4,3,5,5,5,4,4,3,4,4,3,5,2,3,3,6,5,4,7,6,6,2,3,3,7,1,1,0,5,India,0,legal
6674,6,6,6,6,6,6,5,5,5,1,4,6,4,5,4,4,6,6,6,7,7,6,7,4,5,6,3,6,1,1,0,4,India,0,legal
6742,6,6,6,6,6,6,6,1,6,1,6,4,6,6,6,3,1,4,7,1,4,5,7,1,7,4,3,4,1,1,0,4,India,0,legal
6957,6,6,5,6,5,6,5,6,5,2,5,4,6,6,6,5,6,5,5,1,5,1,7,2,5,1,5,8,1,1,0,4,India,0,legal
6991,6,6,6,5,6,6,5,4,4,2,5,3,3,4,3,2,2,3,6,4,3,7,6,5,4,5,4,9,1,1,0,5,India,0,legal
1475,5,5,6,5,6,5,3,3,3,2,2,5,2,2,3,NA,3,4,5,2,7,7,7,5,5,3,4,5,1,1,0,4,Turkey,0,illegal
1783,5,5,5,5,6,6,6,3,5,1,4,6,6,6,5,3,3,2,4,5,2,6,6,1,2,3,4,8,1,1,0,5,United Arab Emirates,0,legal
4573,6,5,4,5,5,6,5,3,5,2,3,4,5,5,5,1,1,1,6,6,3,6,4,1,2,6,4,6,1,1,0,3,USA,1,legal
4714,4,2,3,2,6,4,3,3,4,2,3,6,3,5,2,1,1,1,1,1,1,1,1,1,1,1,2,8,1,1,0,3,USA,1,legal
569,5,2,6,2,5,2,4,4,4,1,5,3,4,4,3,2,5,3,5,6,5,3,7,2,5,1,2,10,1,1,0,5,Sweden,1,illegal
2080,6,5,6,6,6,6,5,5,6,1,4,4,6,3,2,4,6,6,7,4,7,3,6,4,6,1,3,8,1,1,0,1,Germany,1,illegal
5703,5,3,5,4,5,4,3,3,3,2,4,3,2,3,3,3,3,5,5,2,5,5,5,5,5,2,2,8,1,1,0,3,USA,1,legal
4349,6,4,5,5,5,6,4,3,5,3,5,4,6,4,5,3,6,2,6,6,6,2,6,3,5,3,3,7,1,1,0,2,USA,1,legal
5907,5,5,5,5,5,4,5,5,5,2,4,5,5,4,4,2,6,3,4,6,6,5,7,2,3,1,3,5,1,1,0,4,United Arab Emirates,0,legal
4215,6,6,5,4,6,5,5,4,3,6,3,4,5,4,6,3,6,5,4,4,4,4,5,5,4,NA,3,6,1,1,0,4,Canada,1,illegal
6597,4,3,4,6,5,4,4,1,4,3,5,4,4,4,3,2,2,5,6,5,6,6,6,5,5,6,5,10,0,1,0,6,Canada,1,illegal
490,5,5,5,4,3,5,4,2,2,2,4,4,5,2,3,2,2,6,4,4,5,6,5,2,4,4,3,7,0,1,0,4,Canada,1,illegal
2959,6,6,5,4,5,6,5,2,4,3,4,2,3,6,4,4,5,3,5,5,5,5,5,5,5,5,3,6,0,1,0,4,Canada,1,illegal
7201,6,6,4,5,6,6,4,3,4,1,4,3,6,4,5,4,4,4,6,5,6,2,6,4,6,4,4,8,0,1,0,3,Germany,1,illegal
17,5,5,5,4,5,4,3,4,4,3,4,3,5,2,4,3,6,3,7,5,5,5,5,5,6,2,4,8,0,1,0,4,Canada,1,illegal
6567,5,6,5,4,6,6,6,5,6,2,6,5,4,4,5,3,3,1,5,5,5,6,6,3,2,1,3,8,0,1,0,4,USA,1,legal
310,6,5,4,5,5,5,4,2,2,3,4,5,2,5,5,2,2,3,4,6,4,6,6,6,3,5,4,8,0,1,0,4,USA,1,legal
2662,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,6,5,5,NA,5,5,6,5,5,6,3,9,0,1,0,5,Canada,1,illegal
2864,5,5,6,5,6,5,5,5,5,5,4,5,4,4,5,4,6,6,7,5,6,3,7,3,5,3,4,8,0,1,0,1,Hungary,1,illegal
816,6,5,6,5,4,4,4,4,5,3,4,4,5,4,2,4,5,5,5,4,4,4,4,5,4,5,NA,6,0,1,0,5,Canada,1,illegal
4924,6,6,6,3,6,6,5,3,3,4,6,5,5,6,6,5,5,5,7,6,6,5,7,1,5,3,3,5,0,1,0,4,Belgium,1,illegal
4310,5,5,5,5,5,4,4,2,4,5,5,3,5,5,5,4,5,4,5,3,5,4,5,5,5,3,3,8,0,1,0,6,USA,1,legal
3638,6,5,6,6,5,6,5,6,6,6,5,5,5,5,6,4,5,3,6,5,7,5,6,5,6,4,4,7,0,1,0,4,Canada,1,illegal
5066,3,4,4,5,6,6,3,5,4,1,6,6,3,4,4,4,6,4,5,6,6,4,6,4,2,1,2,4,0,1,0,2,UK,1,illegal
328,4,5,5,4,5,4,3,4,4,2,2,3,3,4,3,3,2,5,6,6,5,5,4,6,5,4,4,6,0,1,0,3,UK,1,illegal
6966,5,4,5,4,4,4,4,4,4,2,2,3,3,4,3,4,5,1,7,1,5,3,7,1,6,2,3,7,0,1,0,6,USA,1,legal
401,6,5,6,5,6,5,4,3,5,5,5,6,4,5,6,3,5,6,7,4,7,5,6,2,3,3,3,6,0,1,0,4,USA,1,legal
3469,6,5,5,3,5,4,5,5,4,1,4,4,4,4,4,5,6,5,3,5,5,2,7,5,5,4,3,3,0,1,0,5,USA,1,legal
1461,5,4,5,5,4,4,4,4,4,2,4,3,4,4,4,3,3,2,5,4,6,5,6,2,3,2,4,7,0,1,0,4,Turkey,0,illegal
3603,5,5,5,5,5,6,6,4,6,1,5,4,6,5,4,4,5,2,6,1,7,4,5,5,6,2,4,7,0,1,0,1,Turkey,0,illegal
4624,6,5,5,5,6,5,2,3,3,1,5,4,3,6,6,3,5,4,6,6,4,4,6,1,2,4,4,10,0,1,0,2,Canada,1,illegal
1118,3,2,3,3,3,4,3,3,3,4,3,3,2,3,2,4,4,3,4,4,5,4,5,4,5,3,3,8,0,1,0,3,USA,1,legal
3997,4,5,3,5,5,4,5,4,4,5,5,5,5,4,4,1,1,6,4,6,5,7,4,1,1,5,3,8,0,1,0,2,USA,1,legal
157,5,5,6,3,5,6,4,2,5,2,5,5,3,3,5,4,3,3,6,4,5,6,6,2,6,2,4,8,0,1,0,3,Canada,1,illegal
367,5,5,5,5,5,5,4,5,5,2,3,3,4,4,4,4,6,2,6,6,6,2,6,1,4,2,2,8,0,1,0,2,Canada,1,illegal
1801,5,4,5,5,4,5,5,4,4,4,4,3,5,4,5,3,5,5,3,5,5,5,6,3,5,5,3,8,0,1,0,5,The Netherlands,1,illegal
1971,5,5,5,4,5,5,4,4,5,4,4,NA,5,4,5,2,5,5,6,6,3,4,5,3,3,3,4,6,0,1,0,5,The Netherlands,1,illegal
2105,5,4,5,3,5,5,2,4,2,2,3,4,3,5,5,3,4,2,6,3,7,7,7,2,7,1,3,7,0,1,0,5,The Netherlands,1,illegal
2304,5,6,4,5,6,6,6,4,4,1,4,5,4,2,5,3,3,6,5,1,5,6,7,3,4,2,2,7,0,1,0,5,The Netherlands,1,illegal
2358,5,4,5,5,6,5,4,5,4,3,4,4,4,3,5,1,1,1,7,6,4,6,5,5,3,7,2,4,0,1,0,6,The Netherlands,1,illegal
2473,5,4,5,4,4,3,3,5,4,2,4,3,2,4,3,4,6,1,4,5,6,4,3,1,4,2,3,8,0,1,0,6,The Netherlands,1,illegal
6453,5,5,5,6,5,5,2,2,2,2,5,5,4,4,5,4,6,3,6,2,6,5,3,2,7,3,3,5,0,1,0,3,USA,1,legal
71,6,6,6,6,6,NA,6,6,6,6,5,2,4,4,3,1,5,7,1,7,7,4,3,7,1,3,4,10,0,1,0,4,USA,1,legal
596,6,5,5,6,3,5,4,4,5,1,4,4,5,6,5,3,2,3,4,5,5,6,4,4,5,3,3,6,0,1,0,5,Canada,1,illegal
695,6,5,6,5,6,6,5,4,5,2,5,4,5,3,5,4,6,5,5,2,6,2,2,5,7,5,3,NA,0,1,0,3,Canada,1,illegal
697,6,6,5,5,5,5,6,6,6,4,5,5,5,5,6,4,6,6,6,5,7,6,6,2,5,2,3,6,0,1,0,5,Canada,1,illegal
714,6,6,6,6,6,6,5,5,4,3,5,6,6,4,6,5,NA,1,5,5,3,4,6,6,2,3,3,7,0,1,0,4,Canada,1,illegal
1127,6,5,6,6,4,6,6,4,5,4,3,4,6,4,4,4,2,5,7,4,6,7,7,2,6,4,3,7,0,1,0,4,Canada,1,illegal
1371,6,6,6,5,6,4,4,6,4,5,4,5,4,3,3,1,4,5,5,1,7,1,6,1,5,1,4,7,0,1,0,4,Canada,1,illegal
4795,6,6,5,5,6,5,5,4,5,2,5,4,4,5,4,4,5,2,7,3,6,5,6,4,6,2,4,10,0,1,0,4,Belgium,1,illegal
5040,6,5,6,4,6,4,5,5,3,3,4,5,5,4,5,3,5,5,7,3,6,7,5,1,3,5,3,7,0,1,0,3,The Netherlands,1,illegal
5219,6,6,5,6,5,6,5,1,5,2,3,5,4,4,4,3,5,3,6,3,7,6,6,3,7,3,4,8,0,1,0,5,The Netherlands,1,illegal
5352,6,5,6,5,6,5,5,5,6,5,4,5,3,6,5,4,6,4,5,5,6,2,6,6,2,1,4,8,0,1,0,2,The Netherlands,1,illegal
5533,6,5,6,4,5,5,5,6,6,3,5,6,5,5,5,4,2,2,6,4,3,6,5,1,5,4,4,8,0,1,0,4,The Netherlands,1,illegal
5549,6,5,6,4,6,5,5,4,5,5,5,5,4,6,5,4,5,6,6,3,6,7,5,1,7,2,4,8,0,1,0,6,The Netherlands,1,illegal
5570,6,6,6,5,6,6,5,6,6,3,5,6,6,6,6,3,5,6,6,5,5,6,7,2,5,3,4,10,0,1,0,5,The Netherlands,1,illegal
5813,6,5,5,6,4,5,5,6,3,3,4,4,3,2,5,4,5,2,7,2,5,3,7,1,5,1,3,8,0,1,0,5,The Netherlands,1,illegal
5834,6,5,6,4,6,3,4,6,4,2,5,6,1,4,5,3,7,7,7,7,6,2,7,1,4,1,4,8,0,1,0,4,The Netherlands,1,illegal
6062,6,5,5,6,6,5,4,4,4,5,5,3,2,4,5,3,7,6,6,7,6,6,7,5,3,5,3,6,0,1,0,5,Spain,1,illegal
4123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,9,0,1,0,3,UK,1,illegal
4682,1,4,2,2,3,5,2,5,3,6,6,5,2,4,6,2,3,2,4,1,2,4,1,3,4,2,3,7,0,1,0,4,UK,1,illegal
263,5,5,6,5,6,5,3,4,4,2,4,2,4,3,3,3,3,3,5,4,7,4,6,5,4,2,3,7,0,1,0,4,Sweden,1,illegal
3104,5,5,6,5,6,5,4,4,3,3,3,4,4,4,4,3,3,5,4,5,5,4,5,5,2,2,3,8,0,1,0,5,USA,1,legal
3161,5,5,5,4,5,5,4,4,5,2,5,4,6,4,5,4,7,5,3,5,7,2,6,6,5,3,4,9,0,1,0,3,USA,1,legal
3164,5,4,5,5,5,5,4,5,4,2,4,4,4,4,4,4,7,5,4,3,7,1,6,7,3,2,4,8,0,1,0,4,USA,1,legal
3302,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,3,5,5,5,3,5,6,6,2,5,4,4,8,0,1,0,NA,USA,1,legal
3626,5,6,5,3,5,5,3,3,3,1,4,4,3,5,3,5,6,5,6,5,7,3,5,6,6,3,4,7,0,1,0,5,USA,1,legal
4124,5,5,5,2,4,5,4,2,5,2,4,4,3,3,4,4,5,2,5,3,6,2,5,5,5,2,3,8,0,1,0,6,USA,1,legal
4458,5,5,6,6,5,5,6,2,5,3,2,5,5,5,5,3,4,1,7,3,5,4,4,4,7,2,4,9,0,1,0,3,USA,1,legal
4858,5,3,4,4,4,4,5,5,5,1,5,3,3,4,4,3,4,6,7,2,6,5,4,3,7,3,4,8,0,1,0,4,USA,1,legal
4859,5,2,5,4,6,4,5,4,4,5,5,4,3,5,5,4,5,5,6,5,6,6,6,4,5,5,3,7,0,1,0,6,USA,1,legal
4893,5,5,5,4,5,5,3,3,4,3,5,4,5,4,5,4,6,2,6,5,6,3,5,1,4,5,3,7,0,1,0,4,USA,1,legal
5142,5,4,3,5,6,4,5,2,3,2,5,6,3,4,4,5,7,7,6,1,7,3,6,3,7,5,3,3,0,1,0,4,USA,1,legal
5989,5,4,4,2,6,4,5,5,4,1,3,2,4,5,4,5,7,1,3,2,7,1,6,6,6,2,3,7,0,1,0,2,USA,1,legal
6372,5,3,6,5,6,6,4,4,6,4,6,6,3,4,5,3,1,5,7,5,3,6,6,3,6,6,3,7,0,1,0,6,USA,1,legal
6684,5,4,5,4,5,5,5,3,5,3,3,2,3,3,3,4,7,2,5,1,7,1,6,5,5,1,3,3,0,1,0,4,USA,1,legal
6739,5,4,5,4,5,5,3,2,3,1,4,2,3,4,4,4,4,1,7,1,7,5,6,1,7,1,4,8,0,1,0,6,USA,1,legal
6842,5,5,3,5,6,5,1,2,2,3,3,3,5,1,4,1,3,1,5,6,6,7,7,4,3,2,3,6,0,1,0,5,USA,1,legal
6982,5,6,6,6,6,6,5,2,5,2,4,2,2,4,3,4,2,6,7,2,6,5,7,1,7,5,4,7,0,1,0,4,USA,1,legal
104,6,6,6,6,6,6,3,5,6,3,2,2,3,1,3,2,4,7,4,7,6,6,6,7,3,5,3,NA,0,1,0,5,USA,1,legal
2033,6,5,5,4,5,5,5,5,5,1,6,5,3,4,4,5,5,6,2,1,7,4,6,3,7,2,3,8,0,1,0,3,Germany,1,illegal
3231,6,5,5,4,5,5,5,1,3,1,5,3,4,4,5,3,7,2,5,6,6,4,7,4,3,2,3,7,0,1,0,3,Canada,1,illegal
3343,6,5,6,3,5,4,4,4,4,2,4,2,3,4,4,3,2,4,6,4,4,6,5,3,6,2,2,2,0,1,0,4,Canada,1,illegal
3532,6,6,5,5,6,4,5,6,6,5,5,6,3,6,3,4,6,2,7,1,6,1,6,1,6,3,3,2,0,1,0,2,Canada,1,illegal
3834,6,6,6,5,6,6,5,5,6,3,6,5,5,5,4,2,3,3,6,3,7,7,7,2,7,4,3,4,0,1,0,2,Canada,1,illegal
4025,6,6,6,6,6,6,6,5,5,2,5,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,7,0,1,0,4,Canada,1,illegal
4179,6,5,6,6,6,5,4,3,4,1,4,4,2,1,3,2,6,5,4,3,6,2,6,6,5,2,4,8,0,1,0,6,Canada,1,illegal
4186,6,5,5,6,6,4,2,4,2,5,5,4,3,4,5,1,5,6,6,6,3,5,6,6,2,2,3,6,0,1,0,4,Canada,1,illegal
4476,6,2,6,2,5,2,3,1,6,5,4,1,4,4,5,4,6,5,6,6,5,1,3,5,1,6,4,7,0,1,0,3,Canada,1,illegal
5969,6,4,4,5,4,6,5,5,3,2,5,2,1,2,3,3,6,5,3,6,7,2,5,2,3,3,3,6,0,1,0,2,Belgium,1,illegal
6072,6,5,5,6,4,5,6,4,6,4,4,6,3,6,5,4,4,5,6,5,5,3,6,5,4,2,4,5,0,1,0,5,Belgium,1,illegal
6369,6,5,6,5,5,5,5,2,6,1,5,3,2,5,5,3,5,3,6,5,7,3,6,5,4,3,4,8,0,1,0,5,The Netherlands,1,illegal
6419,6,6,6,6,6,5,4,5,6,4,4,5,4,4,3,3,3,3,7,5,5,6,6,1,7,2,3,4,0,1,0,3,The Netherlands,1,illegal
6625,6,6,6,5,6,5,5,5,5,4,5,5,4,4,5,4,3,5,7,5,5,6,7,1,5,1,5,9,0,1,0,5,The Netherlands,1,illegal
7095,6,5,6,5,6,5,5,4,4,2,3,2,3,2,3,2,2,1,4,6,5,7,7,3,4,5,4,8,0,1,0,4,Spain,1,illegal
2709,2,4,2,4,3,3,3,5,3,3,4,4,4,3,3,4,7,5,5,1,7,2,6,2,6,7,4,9,0,1,0,6,Hungary,1,illegal
4501,3,6,5,5,6,6,6,5,5,2,3,2,1,4,6,2,2,4,3,5,5,5,5,5,2,1,3,7,0,1,0,4,UK,1,illegal
283,4,3,3,2,3,5,3,6,3,6,5,5,2,3,4,2,2,2,6,5,4,6,6,1,4,7,3,8,0,1,0,NA,UK,1,illegal
1816,4,5,6,4,5,3,5,3,3,4,6,2,6,3,5,4,6,5,4,5,5,2,3,3,3,2,2,9,0,1,0,3,New Zealand,1,illegal
4367,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,4,6,4,7,4,5,2,7,5,4,5,3,3,0,1,0,4,USA,1,legal
4510,5,5,5,5,6,6,6,1,6,1,5,4,6,5,5,3,2,5,7,5,4,6,4,6,4,4,3,7,0,1,0,2,USA,1,legal
4556,5,3,4,4,5,5,2,3,3,2,5,4,4,2,2,3,2,5,5,6,3,5,1,2,2,1,5,10,0,1,0,4,USA,1,legal
4725,5,4,5,4,4,3,3,4,3,4,3,4,3,5,4,4,5,5,5,3,6,3,6,5,6,3,3,9,0,1,0,6,USA,1,legal
5021,5,4,5,5,5,5,6,5,6,4,5,5,4,5,5,4,6,6,7,4,5,6,5,3,6,1,4,8,0,1,0,2,USA,1,legal
5531,5,5,4,5,5,5,5,5,5,4,4,5,4,5,4,3,4,4,4,4,4,4,4,4,4,4,3,8,0,1,0,6,USA,1,legal
5636,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,4,6,4,6,1,7,4,3,5,6,2,3,4,0,1,0,3,USA,1,legal
5646,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,4,6,3,5,3,7,2,6,4,3,3,4,7,0,1,0,5,USA,1,legal
5786,5,4,5,5,5,5,6,6,5,4,4,5,4,4,4,3,5,3,6,4,6,4,5,2,4,3,3,7,0,1,0,3,USA,1,legal
6105,5,6,5,3,5,4,4,4,4,2,4,5,3,4,4,5,6,2,6,2,7,3,7,2,6,4,3,7,0,1,0,3,USA,1,legal
6338,5,5,4,5,5,3,5,4,6,1,5,2,2,4,5,4,4,6,7,2,6,6,6,5,6,5,3,1,0,1,0,2,USA,1,legal
6663,5,5,5,5,6,4,2,1,1,1,2,1,3,1,2,4,1,6,7,7,7,7,2,7,1,1,3,8,0,1,0,4,USA,1,legal
6711,5,4,3,4,5,5,5,3,2,4,4,5,6,3,4,4,6,3,6,6,7,3,4,5,5,3,4,10,0,1,0,6,USA,1,legal
7009,5,4,5,4,5,4,4,3,3,4,4,3,3,3,3,2,2,5,6,5,4,5,2,2,3,6,3,8,0,1,0,3,USA,1,legal
7261,5,4,6,5,6,4,4,2,4,3,4,3,3,3,3,4,5,2,5,3,6,4,6,2,5,2,3,4,0,1,0,2,USA,1,legal
117,6,5,3,5,5,4,6,4,6,2,5,3,4,5,4,5,5,5,6,3,6,5,2,5,6,2,4,7,0,1,0,4,USA,1,legal
1484,6,6,6,5,6,5,5,3,4,2,4,5,3,3,4,3,5,3,5,3,7,3,6,5,4,2,3,7,0,1,0,2,USA,1,legal
1601,6,4,5,4,5,6,3,2,4,4,6,5,3,3,5,5,7,2,6,1,7,2,6,7,5,4,3,8,0,1,0,3,USA,1,legal
1882,6,5,6,5,6,4,2,2,1,1,3,2,3,3,4,4,6,5,3,1,6,2,5,6,6,2,3,5,0,1,0,6,USA,1,legal
2229,6,6,6,6,5,6,6,6,6,1,1,4,1,6,6,5,6,1,7,1,6,4,6,5,3,3,3,8,0,1,0,6,USA,1,legal
3353,6,6,6,6,6,5,5,4,5,5,4,4,4,5,4,3,3,3,5,2,6,6,NA,4,4,2,3,6,0,1,0,3,USA,1,legal
3488,6,6,6,6,6,5,3,4,3,4,1,5,5,5,5,3,5,6,5,7,6,1,6,4,2,1,2,5,0,1,0,4,USA,1,legal
3562,6,6,6,5,6,6,1,1,1,1,6,6,6,6,6,3,4,3,5,3,5,4,7,5,NA,4,4,8,0,1,0,4,USA,1,legal
3712,6,5,6,4,5,5,6,6,6,5,4,5,5,4,6,5,6,5,6,6,5,1,6,1,4,2,3,10,0,1,0,6,USA,1,legal
3714,6,6,6,5,6,5,5,5,6,1,5,5,4,3,4,3,7,6,7,7,7,4,7,2,3,4,3,4,0,1,0,6,USA,1,legal
3948,6,6,6,6,6,6,4,3,3,1,4,5,4,5,6,3,5,2,6,2,6,4,6,4,6,3,3,8,0,1,0,3,USA,1,legal
4378,6,5,6,6,6,6,6,4,5,1,4,1,6,5,6,5,7,6,7,7,7,1,7,6,5,1,4,9,0,1,0,2,USA,1,legal
4551,6,6,6,2,6,6,2,3,3,5,4,1,6,2,3,3,3,1,4,6,7,3,2,6,6,3,3,5,0,1,0,4,USA,1,legal
5133,6,6,6,5,6,5,4,6,3,6,4,3,5,4,3,3,4,3,NA,2,NA,3,2,3,2,2,3,7,0,1,0,2,USA,1,legal
5175,6,6,6,6,6,6,6,6,6,4,5,3,6,4,6,5,7,4,7,4,7,3,7,2,6,2,3,5,0,1,0,1,USA,1,legal
5226,6,5,6,5,5,4,4,2,3,1,4,2,NA,4,3,4,5,3,3,6,5,3,6,5,4,3,3,4,0,1,0,2,USA,1,legal
5702,6,6,6,5,5,5,5,5,4,5,4,4,4,4,6,NA,5,5,4,4,5,5,5,6,6,6,4,7,0,1,0,1,USA,1,legal
5739,6,5,6,6,6,6,3,1,4,1,4,2,5,3,6,4,5,6,7,5,6,6,4,1,6,5,3,4,0,1,0,1,USA,1,legal
5850,6,5,5,5,6,4,4,6,4,4,4,4,2,4,4,4,5,5,6,4,6,6,6,4,5,3,3,8,0,1,0,7,USA,1,legal
6363,6,5,5,4,5,4,4,4,5,4,4,5,4,4,5,4,4,2,6,1,6,3,6,2,6,2,4,7,0,1,0,2,USA,1,legal
6569,6,6,6,6,6,5,4,3,3,2,5,4,4,4,5,3,3,4,5,6,7,6,7,2,3,2,4,8,0,1,0,1,USA,1,legal
6639,6,6,5,5,5,4,5,4,4,3,5,4,2,2,4,3,4,3,6,2,5,6,6,NA,6,3,5,6,0,1,0,1,USA,1,legal
6756,6,4,6,6,6,5,5,4,5,1,4,5,4,4,4,5,5,1,6,1,6,4,6,2,7,3,3,7,0,1,0,1,USA,1,legal
7131,6,5,4,5,5,5,4,3,3,3,3,2,5,3,5,4,5,5,6,2,6,5,6,2,5,2,3,8,0,1,0,3,Germany,1,illegal
5997,2,3,2,5,4,5,2,4,2,4,4,5,2,3,3,4,5,4,5,6,7,1,6,1,5,2,5,9,0,1,0,6,India,0,legal
5873,5,4,5,5,6,4,5,5,4,5,4,4,4,5,5,3,4,5,5,2,5,6,5,5,6,4,3,3,0,1,0,4,United Arab Emirates,0,legal
509,6,6,5,6,6,6,3,4,6,1,4,1,3,3,5,1,6,2,5,5,7,4,7,7,3,NA,3,10,0,1,0,2,Brazil,0,illegal
1147,5,4,6,5,4,5,5,1,4,1,4,3,2,2,4,4,4,2,7,3,3,4,5,2,5,4,4,7,0,1,0,1,Turkey,0,illegal
3429,5,5,6,4,5,5,3,2,2,1,2,2,2,4,2,4,7,5,7,2,7,3,7,2,6,2,3,9,0,1,0,2,Turkey,0,illegal
3489,5,4,5,6,5,5,4,2,5,1,4,2,2,4,2,3,6,5,4,1,7,6,7,6,4,1,4,NA,0,1,0,3,Turkey,0,illegal
3744,5,6,6,6,6,6,5,3,6,3,3,4,6,3,3,1,6,5,6,5,5,5,6,2,5,1,3,6,0,1,0,3,Turkey,0,illegal
3976,5,4,4,4,4,4,5,5,4,3,5,4,4,4,4,4,5,6,6,4,4,5,5,3,6,4,3,8,0,1,0,5,United Arab Emirates,0,legal
3993,5,5,4,5,6,6,6,4,6,4,5,2,1,3,5,4,7,6,4,6,7,1,6,5,2,1,4,8,0,1,0,2,United Arab Emirates,0,legal
1734,5,4,5,4,4,5,4,5,3,2,4,2,5,3,4,4,5,5,6,2,5,5,5,2,6,2,4,6,0,1,0,3,The Netherlands,1,illegal
657,6,6,6,5,5,6,5,6,5,2,6,4,6,5,5,2,6,6,3,6,5,5,6,7,3,3,4,9,0,1,0,1,Canada,1,illegal
1516,6,4,4,5,6,5,3,2,2,3,2,3,4,4,4,2,2,5,5,5,5,5,5,4,4,4,3,8,0,1,0,4,Canada,1,illegal
3297,6,6,6,5,6,6,4,6,6,4,5,1,6,6,5,2,1,2,7,6,5,3,6,1,4,3,3,8,0,1,0,4,Canada,1,illegal
