sub,harm1,harm2,harm3,fairness1,fairness2,fairness3,Ingroup1,Ingroup2,Ingroup3,Authority1,Authority2,Authority3,Purity1,Purity2,Purity3,sise,E,A_R,C,N_R,O,E_R,A,C_R,N,O_R,mood,subjwell,cogref.1,cogref.2,cogref.3,politics,Country,Weird,Execution
3346,6,6,6,5,5,5,4,5,4,4,5,4,5,5,5,3,5,4,5,2,5,4,5,4,5,NA,4,4,0,1,0,4,Canada,1,illegal
6765,6,6,5,6,6,6,2,4,2,2,4,3,2,2,3,5,2,5,7,5,6,7,7,5,2,7,3,8,0,1,0,2,The Netherlands,1,illegal
99,6,6,3,6,6,5,2,1,1,4,4,2,1,1,1,3,5,7,5,5,6,6,6,7,5,4,2,3,0,1,0,3,USA,1,legal
1508,6,6,6,6,6,6,5,5,6,5,6,6,4,5,5,1,6,1,7,7,6,3,7,1,3,2,4,8,0,1,0,2,USA,1,legal
1245,5,4,6,4,4,6,5,2,3,2,5,4,5,4,5,4,3,3,4,6,4,6,6,2,4,4,3,7,0,1,0,4,Turkey,0,illegal
2560,6,6,5,5,6,5,3,5,4,3,3,5,5,5,5,5,6,1,6,2,7,2,4,1,6,2,2,7,0,1,0,2,Brazil,0,illegal
3726,5,6,5,5,5,5,5,5,5,4,5,4,4,3,5,3,6,6,6,5,6,6,6,5,5,2,3,9,0,1,0,4,Turkey,0,illegal
4542,5,4,6,5,6,3,4,4,3,4,4,2,5,5,4,3,5,1,6,2,6,5,7,4,5,3,3,8,0,1,0,1,USA,1,legal
3012,6,5,6,4,5,5,5,4,5,2,4,3,3,2,4,1,1,5,1,6,6,6,6,6,6,4,4,8,0,1,0,5,Canada,1,illegal
6183,6,3,6,2,6,4,5,5,5,2,4,5,3,5,5,4,5,6,7,2,4,3,3,1,5,4,4,5,0,1,0,2,USA,1,legal
3072,5,5,5,5,5,4,5,2,5,2,4,4,5,5,5,1,2,1,3,5,6,6,6,6,5,2,4,7,0,1,0,2,USA,1,legal
5098,4,3,4,5,5,4,4,3,5,3,5,4,2,3,5,2,3,2,7,5,5,4,5,2,5,3,2,8,0,1,0,3,USA,1,legal
2784,6,6,6,6,5,5,4,6,4,3,5,5,4,6,5,3,6,4,6,5,7,3,7,2,5,2,2,7,0,1,0,4,Canada,1,illegal
3089,6,4,5,5,5,5,3,4,2,2,2,5,6,5,5,4,4,5,5,3,5,6,5,4,4,2,3,8,0,1,0,4,Canada,1,illegal
3989,6,6,6,6,6,6,6,3,6,1,4,3,3,2,2,4,6,4,6,2,5,4,6,3,6,1,4,7,0,1,0,4,Canada,1,illegal
6568,6,4,6,6,6,4,6,5,NA,2,5,3,4,5,3,3,6,5,7,5,6,6,7,6,6,3,3,6,0,1,0,5,The Netherlands,1,illegal
689,6,5,5,5,4,6,5,4,5,3,5,4,6,5,5,3,6,3,6,5,6,3,6,2,5,4,4,9,0,1,0,4,USA,1,legal
3613,6,5,6,4,6,4,6,6,6,3,5,5,6,4,5,1,5,5,6,7,3,4,6,3,1,5,3,7,0,1,0,3,USA,1,legal
3919,5,3,6,2,4,5,5,4,4,2,3,4,4,4,3,4,6,5,5,2,6,2,6,1,6,2,5,8,1,0,0,4,United Arab Emirates,0,legal
5640,6,5,6,5,6,6,5,5,3,5,4,4,4,1,4,2,1,6,7,7,5,7,7,1,3,4,3,7,0,0,0,5,The Netherlands,1,illegal
971,4,3,3,5,4,4,6,5,5,5,5,6,6,6,5,4,5,1,NA,7,2,5,7,4,5,5,4,9,0,0,0,4,Poland,1,illegal
2151,5,5,3,5,2,5,3,2,5,4,2,1,4,3,4,4,6,6,7,7,2,1,6,1,7,5,3,5,1,0,0,2,The Netherlands,1,illegal
315,6,4,5,4,5,4,5,4,4,3,5,4,3,5,6,4,5,5,6,5,6,5,6,2,4,6,4,8,1,0,0,4,USA,1,legal
5572,6,6,6,5,6,5,4,2,4,1,4,4,5,5,5,4,5,5,7,2,7,3,3,3,6,1,5,10,1,0,0,2,The Netherlands,1,illegal
1288,6,6,6,4,5,5,6,6,3,2,5,2,5,4,5,3,4,4,6,6,6,5,6,3,5,5,4,7,1,0,0,4,USA,1,legal
6769,6,6,6,6,6,6,2,1,3,1,4,2,4,6,4,2,2,1,7,3,3,6,7,1,6,1,4,8,1,0,0,2,The Netherlands,1,illegal
1205,2,4,6,4,6,3,4,6,5,6,6,5,6,3,5,3,5,6,NA,5,4,4,4,5,5,6,3,7,1,0,0,NA,Hungary,1,illegal
6700,5,5,4,5,6,5,5,1,3,1,5,3,2,5,5,3,7,2,6,1,6,5,7,5,7,3,4,8,1,0,0,4,USA,1,legal
1680,6,4,3,5,5,6,5,4,5,5,5,3,3,5,5,3,6,2,6,4,5,3,6,6,5,3,2,8,1,0,0,2,USA,1,legal
5663,6,6,6,6,6,6,6,1,6,1,6,6,3,4,5,4,3,1,7,1,7,6,7,4,7,2,4,7,1,0,0,2,USA,1,legal
2298,2,2,5,5,5,1,3,1,2,1,6,5,4,2,1,4,7,7,7,3,7,1,7,1,5,1,3,9,1,0,0,4,India,0,legal
3308,5,4,5,3,4,3,5,4,3,1,4,3,2,3,3,1,1,4,7,5,7,7,7,4,4,1,1,1,1,0,0,1,India,0,legal
3579,5,3,3,3,5,3,2,3,2,2,2,4,3,3,3,3,6,5,7,5,6,5,6,2,5,6,3,8,1,0,0,4,India,0,legal
1869,5,5,5,4,5,5,4,5,3,3,4,4,3,4,3,3,5,5,6,3,5,4,6,2,4,3,3,8,1,0,0,4,United Arab Emirates,0,legal
2525,3,2,2,3,2,2,3,5,4,5,5,3,2,3,3,5,6,1,3,5,4,6,7,6,7,6,3,2,1,0,0,4,India,0,legal
3418,5,5,5,3,5,5,5,3,5,3,4,4,3,5,4,4,2,2,5,3,3,5,5,5,3,3,3,8,1,0,0,2,Turkey,0,illegal
2578,3,6,5,3,4,2,3,3,3,3,4,2,5,3,5,4,5,6,7,6,5,6,5,5,6,6,4,7,1,0,0,3,New Zealand,1,illegal
4027,5,6,6,6,5,2,6,5,4,5,5,5,2,5,4,2,2,7,2,7,7,7,7,1,5,5,3,6,1,0,0,5,USA,1,legal
5668,4,3,5,4,5,4,4,4,3,2,3,4,3,3,3,4,3,4,3,3,5,5,5,4,5,5,3,7,0,0,0,3,USA,1,legal
6753,6,5,6,5,6,4,5,2,4,4,5,5,3,3,4,4,5,3,5,3,6,4,6,3,6,3,3,4,0,0,0,3,The Netherlands,1,illegal
1374,5,4,5,3,5,5,3,4,3,2,3,2,4,4,4,4,4,5,6,5,4,5,5,4,5,4,3,3,0,0,0,3,Turkey,0,illegal
7151,6,4,5,5,6,5,4,2,2,1,4,2,2,3,3,3,5,3,2,3,5,4,6,4,3,3,4,9,0,0,0,4,India,0,legal
5576,5,5,5,6,6,6,5,4,4,2,6,3,4,3,3,2,4,5,4,4,6,4,4,6,3,5,5,7,0,0,0,2,USA,1,legal
3126,6,6,5,3,4,5,5,5,4,2,5,2,4,3,3,3,6,6,6,4,3,2,3,1,6,2,3,6,0,0,0,5,USA,1,legal
6928,5,4,5,4,5,6,5,4,3,2,4,4,3,6,4,3,2,2,5,2,6,5,5,3,6,3,3,8,0,0,0,4,USA,1,legal
1854,3,3,3,5,3,4,3,4,5,2,3,3,3,4,3,3,5,5,5,3,6,6,3,6,5,2,3,6,0,0,0,5,Canada,1,illegal
6627,5,4,5,5,5,4,5,5,5,5,4,4,4,5,4,3,5,4,6,3,5,4,4,4,4,2,3,4,0,0,0,4,USA,1,legal
1327,6,5,4,4,4,4,4,6,5,1,3,3,6,3,3,2,4,5,5,4,4,4,5,2,4,3,3,9,0,0,0,4,Canada,1,illegal
5592,6,5,6,5,5,4,5,4,4,3,3,4,2,4,5,3,2,3,6,3,5,6,6,4,4,2,2,8,0,0,0,6,The Netherlands,1,illegal
7113,6,6,6,5,6,6,5,6,5,4,6,4,2,5,4,3,6,5,7,2,7,3,6,1,5,5,4,6,0,0,0,5,Spain,1,illegal
4569,1,1,4,5,4,5,5,1,5,6,4,1,2,2,5,3,6,6,NA,4,7,3,3,3,6,2,3,8,0,0,0,6,Belgium,1,illegal
708,4,5,5,4,3,4,4,5,2,4,4,4,5,4,4,4,6,1,6,5,4,5,6,4,6,5,3,3,0,0,0,5,The Netherlands,1,illegal
1694,5,5,5,4,4,4,3,4,3,2,3,4,5,3,5,3,6,2,6,7,5,2,5,6,1,3,4,8,0,0,0,4,The Netherlands,1,illegal
1883,5,4,5,3,5,6,3,2,4,2,4,5,5,2,5,2,5,5,5,5,3,5,3,1,5,3,3,10,0,0,0,4,The Netherlands,1,illegal
1906,5,5,5,6,5,5,4,2,6,1,3,4,3,4,2,1,5,2,5,5,3,6,6,3,3,4,3,7,0,0,0,4,The Netherlands,1,illegal
2058,5,2,4,4,5,5,5,3,4,3,5,6,2,4,4,2,5,7,6,4,6,5,5,3,5,5,4,7,0,0,0,4,The Netherlands,1,illegal
4294,5,5,5,4,3,5,6,5,4,3,4,6,6,4,4,3,2,5,6,6,4,6,4,3,3,5,4,7,0,0,0,4,Portugal,1,illegal
6059,5,4,5,3,5,3,1,1,2,3,5,3,5,4,5,4,7,1,6,2,6,1,6,1,4,1,2,10,0,0,0,2,USA,1,legal
6096,5,5,5,6,3,4,6,6,5,3,4,4,4,4,5,2,5,4,6,5,4,6,5,4,5,2,3,6,0,0,0,4,USA,1,legal
843,6,5,6,5,6,6,5,3,5,1,5,4,3,5,5,5,1,1,5,6,4,6,6,2,4,4,3,10,0,0,0,4,Canada,1,illegal
5192,6,5,6,5,6,5,4,5,4,2,4,3,3,5,3,4,6,4,7,6,7,5,6,3,6,3,3,8,0,0,0,4,The Netherlands,1,illegal
5261,6,5,6,4,6,5,5,6,6,3,4,5,4,5,6,4,5,2,6,2,6,6,6,2,6,3,4,10,0,0,0,4,The Netherlands,1,illegal
5278,6,6,6,5,3,5,6,5,6,3,5,5,4,6,5,2,5,2,7,5,5,6,7,2,5,3,3,8,0,0,0,5,The Netherlands,1,illegal
5961,6,4,3,2,5,3,3,4,6,1,3,4,4,3,5,5,6,3,5,5,7,3,4,1,6,2,4,8,0,0,0,NA,Spain,1,illegal
6422,6,5,6,5,6,5,5,4,4,2,5,5,4,4,5,4,6,5,7,3,4,6,5,1,7,4,3,7,0,0,0,4,Hungary,1,illegal
356,5,4,4,5,6,5,2,1,5,1,5,4,2,3,2,2,2,4,6,5,5,6,3,3,3,4,4,7,0,0,0,1,Sweden,1,illegal
3184,5,5,5,3,6,3,4,3,4,1,4,4,4,3,4,3,5,6,7,5,2,3,6,5,6,4,4,9,0,0,0,2,USA,1,legal
3188,5,5,6,5,6,5,4,4,5,2,5,2,3,5,4,4,4,5,6,3,5,5,3,2,4,2,4,7,0,0,0,5,USA,1,legal
3455,5,6,4,5,6,6,5,4,6,4,6,4,4,6,5,3,3,7,3,7,5,4,4,7,2,2,2,4,0,0,0,3,USA,1,legal
5952,5,4,5,4,3,4,4,4,4,2,4,3,4,4,3,4,3,5,5,2,6,6,4,4,6,4,4,10,0,0,0,4,USA,1,legal
6409,5,4,4,4,5,5,4,2,4,1,5,3,5,5,4,NA,3,5,7,5,5,5,6,1,6,4,3,7,0,0,0,4,USA,1,legal
3105,6,5,6,5,4,6,5,6,4,3,4,4,4,3,2,4,2,2,5,2,6,6,6,4,6,1,3,9,0,0,0,4,Canada,1,illegal
3618,6,5,5,5,6,5,5,5,5,2,4,5,6,3,5,4,6,5,6,2,5,4,6,4,3,5,2,1,0,0,0,3,Canada,1,illegal
3967,6,6,6,6,6,6,6,3,5,4,4,5,6,4,5,5,5,4,5,2,5,5,6,1,5,3,2,8,0,0,0,2,Canada,1,illegal
4232,6,4,6,4,5,6,6,5,5,2,5,4,5,4,6,4,3,5,5,5,4,6,5,3,3,4,4,8,0,0,0,4,Canada,1,illegal
5897,6,6,5,6,6,5,5,3,5,3,5,5,4,5,6,4,7,1,7,4,6,6,7,1,6,4,4,7,0,0,0,4,Belgium,1,illegal
5959,6,6,6,6,6,6,6,5,6,5,6,6,6,6,6,2,7,1,7,6,5,2,7,1,2,2,1,1,0,0,0,1,Belgium,1,illegal
5963,6,3,6,6,6,6,3,4,5,2,4,6,3,4,6,1,1,3,7,7,7,5,5,1,3,5,3,8,0,0,0,3,Belgium,1,illegal
5993,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,7,1,7,1,7,1,7,1,7,1,4,9,0,0,0,4,Belgium,1,illegal
6294,6,6,4,5,4,4,2,6,6,4,3,3,2,3,4,3,6,3,6,4,7,3,6,2,6,4,3,5,0,0,0,4,The Netherlands,1,illegal
6357,6,4,6,5,3,5,5,4,4,4,5,4,5,4,5,NA,5,5,5,5,6,5,5,4,3,6,4,6,0,0,0,4,The Netherlands,1,illegal
6747,6,5,4,3,4,2,3,3,2,2,2,5,5,2,4,3,5,4,3,3,4,4,4,3,4,2,4,6,0,0,0,3,The Netherlands,1,illegal
4677,3,4,4,3,4,5,4,4,5,3,5,4,4,3,3,2,3,2,5,NA,4,4,6,5,3,5,3,7,0,0,0,4,UK,1,illegal
2434,4,4,5,4,5,5,4,5,5,NA,4,3,4,5,4,4,6,5,5,5,4,5,6,5,6,4,3,8,0,0,0,4,New Zealand,1,illegal
4024,5,5,5,4,4,4,4,5,5,2,4,4,4,4,4,3,6,5,7,5,6,4,5,4,4,1,2,6,0,0,0,5,USA,1,legal
3395,6,6,6,6,6,6,6,6,6,1,6,4,6,3,6,4,6,2,7,1,6,5,7,2,7,1,3,6,0,0,0,4,USA,1,legal
4254,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,5,7,7,6,2,6,2,6,5,5,2,3,7,0,0,0,3,USA,1,legal
4879,6,5,6,5,5,5,5,5,5,4,3,5,3,5,6,3,7,4,6,4,6,3,6,1,5,2,3,7,0,0,0,4,USA,1,legal
5750,6,5,5,6,6,5,5,5,5,3,5,5,5,6,4,5,6,6,6,5,5,3,5,4,2,1,3,6,0,0,0,1,USA,1,legal
4610,5,5,4,5,5,5,4,4,3,3,4,4,3,5,4,2,4,5,6,6,5,5,6,4,3,3,4,7,0,0,0,4,India,0,legal
1969,4,5,4,4,4,4,4,5,5,2,6,3,4,4,3,4,5,1,6,1,6,1,7,5,5,1,5,10,0,0,0,4,India,0,legal
2053,3,3,3,5,2,4,4,2,2,2,5,4,4,5,3,3,4,2,5,3,3,4,5,5,3,4,4,7,0,0,0,4,India,0,legal
3951,5,6,6,5,6,5,4,3,4,6,5,5,4,4,5,2,2,4,6,2,7,7,5,4,4,3,3,7,0,0,0,1,United Arab Emirates,0,legal
1197,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,4,4,3,4,5,4,4,5,5,3,3,8,0,0,0,4,UK,1,illegal
4343,6,6,6,4,5,6,5,3,5,4,3,6,6,6,6,5,7,1,5,1,5,1,7,6,3,2,3,5,0,0,0,4,Canada,1,illegal
1025,2,2,4,4,4,5,5,2,2,2,5,5,NA,6,NA,4,2,6,6,1,3,4,4,2,6,5,3,8,0,0,0,4,UK,1,illegal
3128,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,4,4,5,3,3,3,5,4,5,4,4,9,0,0,0,4,UK,1,illegal
6389,5,6,6,6,6,6,4,6,3,6,3,4,2,2,5,NA,7,4,5,1,7,2,5,4,4,1,4,9,0,0,0,2,USA,1,legal
6094,6,6,6,4,6,5,6,3,6,2,6,4,4,6,6,4,7,1,6,4,7,5,7,5,7,1,4,8,0,0,0,NA,Belgium,1,illegal
2312,6,5,6,6,4,6,5,2,5,2,5,3,2,4,6,2,6,5,4,1,7,1,6,5,6,1,5,10,0,0,0,1,USA,1,legal
6948,6,6,6,4,5,5,2,3,4,2,2,3,2,2,4,5,5,2,7,1,5,5,7,1,6,1,3,5,0,0,0,6,The Netherlands,1,illegal
5602,5,6,5,4,5,5,4,5,6,4,5,5,4,4,5,4,6,6,7,5,5,5,6,6,5,5,4,8,0,0,0,3,Turkey,0,illegal
979,2,4,3,3,5,5,2,2,3,4,3,2,3,4,2,5,2,5,3,1,7,6,7,5,3,4,3,9,1,0,0,5,Hungary,1,illegal
5795,4,4,3,4,4,3,4,4,4,3,4,3,4,3,4,5,7,4,7,1,7,4,4,1,4,2,4,1,0,0,0,2,USA,1,legal
5586,6,5,6,4,6,3,4,2,5,2,6,4,5,5,5,5,6,2,7,2,7,5,5,4,6,3,4,8,0,0,0,3,The Netherlands,1,illegal
5678,5,4,5,3,4,3,4,5,3,3,3,3,3,4,4,4,6,4,6,3,6,4,6,5,6,4,4,6,0,0,0,3,USA,1,legal
3064,6,6,5,5,5,6,5,4,4,2,5,4,5,5,4,3,5,5,4,3,6,6,6,4,5,5,4,8,0,0,0,6,Canada,1,illegal
4497,5,5,6,5,5,6,5,3,6,1,3,2,5,4,4,4,6,1,6,5,5,3,7,2,2,2,3,6,0,0,0,2,USA,1,legal
1686,6,6,6,5,6,5,6,4,4,4,5,5,5,4,5,2,6,5,3,3,5,4,6,1,4,5,4,8,0,0,0,3,USA,1,legal
5822,6,6,6,6,6,6,5,5,4,2,4,3,4,3,3,2,2,1,5,3,5,6,6,4,6,4,3,8,0,0,0,6,USA,1,legal
6203,6,3,5,3,5,4,5,6,4,5,5,5,4,3,5,3,6,3,5,2,6,4,5,2,6,2,4,8,0,0,0,4,The Netherlands,1,illegal
3307,4,5,5,5,6,5,5,2,6,1,4,4,4,5,4,2,2,6,6,3,5,5,5,2,5,5,4,5,1,0,0,3,Poland,1,illegal
5555,5,5,5,5,5,5,5,4,5,3,4,5,4,4,4,3,5,5,4,5,5,4,5,6,4,6,4,6,1,0,0,5,Turkey,0,illegal
6997,6,6,6,5,5,6,4,5,5,4,5,6,5,6,6,4,2,3,7,4,5,5,6,2,4,2,5,10,1,0,0,4,India,0,legal
4459,6,6,6,6,6,6,6,1,6,1,5,1,6,6,6,5,7,1,7,4,7,1,6,2,4,1,3,6,0,0,0,4,Canada,1,illegal
7210,5,5,3,4,4,5,4,2,3,3,3,4,3,3,4,4,6,1,6,1,6,1,7,1,6,1,4,8,0,0,0,4,USA,1,legal
7186,5,5,6,3,6,5,5,5,5,2,3,4,4,4,5,4,5,6,6,5,5,4,6,3,3,2,4,7,0,0,0,2,USA,1,legal
5922,5,5,5,6,6,5,1,5,2,5,3,3,3,3,4,4,7,3,5,1,7,3,4,3,4,2,3,9,0,0,0,4,USA,1,legal
1272,4,4,2,4,4,5,4,2,5,4,4,5,4,4,3,4,7,4,6,1,7,1,7,6,1,1,4,6,0,0,0,5,India,0,legal
1312,4,3,4,5,2,2,6,6,4,3,4,6,6,5,3,4,3,4,3,4,5,5,6,3,5,2,4,10,0,0,0,2,Japan,0,legal
2697,6,3,6,3,5,5,6,3,6,4,5,4,4,5,5,4,7,3,7,3,7,3,7,1,4,3,2,4,0,0,0,1,Brazil,0,illegal
2607,5,3,3,4,5,2,5,1,2,1,3,2,2,3,4,5,2,5,6,4,7,5,6,3,6,1,3,3,0,0,0,2,Switzerland,1,illegal
3759,6,4,5,5,6,5,4,2,3,3,5,4,2,1,3,4,6,5,3,5,7,2,4,5,6,1,2,5,0,0,0,5,Canada,1,illegal
1802,5,3,6,3,4,3,4,2,2,1,4,3,3,5,4,3,6,6,6,1,7,1,5,2,5,1,3,7,1,0,0,3,The Netherlands,1,illegal
2153,5,3,4,4,4,5,4,5,3,4,3,4,5,5,4,1,5,4,6,6,6,7,6,4,6,6,4,9,1,0,0,6,The Netherlands,1,illegal
5456,6,4,5,4,6,5,5,4,4,3,5,5,4,4,5,3,5,4,6,4,5,5,5,2,5,3,4,8,1,0,0,4,The Netherlands,1,illegal
5466,6,5,6,4,5,3,5,4,4,3,5,4,2,5,5,5,7,7,6,5,6,2,6,5,3,2,2,7,1,0,0,3,The Netherlands,1,illegal
4381,6,4,5,4,2,4,4,2,4,4,5,2,5,4,5,4,6,6,5,3,7,4,6,5,1,1,3,5,1,0,0,4,USA,1,legal
3433,5,3,6,5,6,4,4,4,4,6,5,5,5,5,4,4,3,6,6,5,5,3,4,2,3,2,4,5,1,0,0,5,India,0,legal
1037,6,5,5,4,3,4,4,5,2,2,6,3,4,4,5,4,3,7,6,5,7,6,5,6,6,6,3,7,1,0,0,4,USA,1,legal
7255,6,5,6,5,6,5,6,5,5,4,5,4,6,5,6,4,5,5,7,5,7,5,7,5,2,2,3,6,1,0,0,4,India,0,legal
2705,3,4,3,2,6,3,3,3,3,3,3,2,2,5,2,4,4,4,5,5,6,7,7,6,7,6,3,7,1,0,0,2,India,0,legal
6187,6,6,6,6,6,6,5,4,5,5,6,4,6,5,6,3,2,3,5,5,7,5,7,5,5,2,3,7,0,0,0,2,The Netherlands,1,illegal
5620,6,4,3,5,6,5,5,4,5,4,2,4,3,3,4,3,6,5,6,3,5,3,3,3,5,2,4,7,0,0,0,4,The Netherlands,1,illegal
5490,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,5,5,6,6,5,3,4,2,4,8,0,0,0,2,USA,1,legal
6484,4,5,5,4,5,5,4,2,4,2,4,5,4,4,5,3,4,5,6,5,6,2,5,5,5,3,3,8,0,0,0,6,Canada,1,illegal
1496,6,3,6,3,4,5,5,5,4,2,4,3,3,6,4,2,2,5,4,4,4,5,5,4,3,2,4,8,0,0,0,5,Canada,1,illegal
2042,6,6,6,6,6,6,4,1,2,1,4,1,1,2,2,5,5,1,7,3,5,3,5,5,4,1,4,8,0,0,0,5,Canada,1,illegal
4969,6,4,6,4,6,4,5,6,5,4,5,5,3,3,6,4,5,2,6,2,5,5,6,1,6,1,3,7,0,0,0,3,The Netherlands,1,illegal
5055,6,4,6,6,6,5,4,4,4,5,6,6,5,5,6,1,1,1,2,2,2,7,5,3,4,6,3,6,0,0,0,5,The Netherlands,1,illegal
5149,6,5,5,5,6,5,4,2,5,3,5,4,5,5,5,2,3,2,3,7,6,6,6,3,3,6,NA,8,0,0,0,2,The Netherlands,1,illegal
5843,6,5,4,5,6,4,5,5,4,3,6,6,3,6,5,2,2,6,6,6,6,7,6,2,4,3,NA,6,0,0,0,4,The Netherlands,1,illegal
5857,6,5,5,5,6,5,3,3,3,2,5,4,4,5,5,2,5,3,7,6,7,5,7,3,3,1,3,7,0,0,0,2,The Netherlands,1,illegal
450,5,4,4,5,5,4,5,5,5,3,4,4,4,5,5,3,4,4,6,4,4,5,5,5,5,5,3,4,0,0,0,3,Sweden,1,illegal
2320,5,4,5,4,5,6,3,3,4,2,3,1,3,4,3,2,1,5,6,3,2,7,6,6,3,4,3,5,0,0,0,5,USA,1,legal
3741,5,5,5,5,6,6,5,3,5,3,5,5,4,3,5,4,3,4,6,5,5,6,4,3,5,5,3,4,0,0,0,3,USA,1,legal
4070,5,6,4,6,6,6,5,6,6,4,5,4,4,5,5,4,6,7,7,6,5,5,5,6,5,3,4,8,0,0,0,2,USA,1,legal
5518,5,3,3,3,5,1,3,4,3,1,3,3,1,1,3,5,7,4,6,2,6,2,6,5,6,5,3,6,0,0,0,5,USA,1,legal
3021,6,2,5,3,2,4,6,4,5,1,6,4,3,4,4,5,2,6,3,7,6,7,5,3,6,5,4,8,0,0,0,4,Canada,1,illegal
3524,6,6,6,4,6,6,6,5,6,1,6,6,1,1,1,4,7,6,5,5,7,1,7,7,5,1,3,7,0,0,0,2,Canada,1,illegal
3679,6,5,6,5,6,5,5,5,6,2,4,6,5,5,5,3,6,5,6,6,5,6,6,2,3,3,3,3,0,0,0,6,Canada,1,illegal
3704,6,5,6,6,6,6,6,3,5,3,5,3,4,1,3,4,7,6,7,3,7,3,7,6,5,1,3,3,0,0,0,5,Canada,1,illegal
4106,6,4,6,4,6,5,6,6,4,4,5,4,3,4,4,4,6,6,6,5,5,2,6,2,7,2,3,8,0,0,0,4,Canada,1,illegal
4034,5,6,4,6,6,6,6,1,6,6,6,6,4,4,6,3,4,6,4,4,4,4,4,6,3,5,3,5,0,0,0,3,USA,1,legal
5770,5,4,5,4,5,5,4,4,4,3,4,4,2,4,4,3,3,3,3,1,3,4,3,5,6,6,3,9,0,0,0,7,USA,1,legal
6984,5,4,2,3,3,2,2,5,2,3,3,3,3,4,3,3,4,5,4,2,2,5,4,3,5,5,2,8,0,0,0,3,USA,1,legal
1413,6,6,5,6,6,5,6,6,5,3,5,4,6,4,5,4,4,2,6,2,6,1,7,2,7,3,3,7,0,0,0,2,USA,1,legal
4503,6,4,6,6,6,6,5,5,4,2,5,2,4,4,5,5,7,1,7,2,7,1,7,1,7,2,5,7,0,0,0,4,USA,1,legal
3278,5,5,6,5,5,4,5,6,5,3,4,3,5,5,4,2,6,6,1,7,7,1,5,1,1,6,4,8,0,0,0,5,India,0,legal
3385,5,5,6,5,6,6,4,5,6,2,5,4,2,2,3,4,7,2,7,2,7,1,6,2,7,2,2,2,0,0,0,4,Turkey,0,illegal
7022,4,3,5,2,4,4,3,3,3,2,3,5,3,3,2,4,5,2,6,1,4,5,5,2,6,4,4,8,0,0,0,5,Canada,1,illegal
372,5,4,3,5,5,5,5,5,4,1,5,3,5,3,4,2,1,4,4,4,5,6,4,6,4,2,3,8,0,0,0,4,Canada,1,illegal
2230,4,1,3,2,2,1,1,5,1,2,1,4,5,6,1,3,4,5,6,1,6,6,6,6,6,3,4,8,0,0,0,3,New Zealand,1,illegal
5120,6,5,6,6,5,5,5,6,5,2,4,4,4,5,2,4,6,5,6,3,6,4,7,5,6,4,4,7,0,0,0,2,USA,1,legal
1568,5,5,5,4,5,5,4,4,4,2,4,4,3,4,4,3,3,3,3,1,6,6,5,1,3,6,4,6,0,0,0,6,Belgium,1,illegal
1125,6,4,6,5,5,6,5,4,5,5,6,5,3,3,5,4,6,1,6,5,7,5,6,4,6,5,2,7,0,0,0,4,Canada,1,illegal
4869,6,2,6,4,6,4,5,3,5,4,5,4,6,5,6,3,5,5,7,5,4,5,5,4,6,6,4,7,0,0,0,6,Canada,1,illegal
2982,6,5,5,3,6,4,4,3,4,2,4,2,4,5,3,4,6,6,1,7,1,2,5,6,3,7,3,10,0,0,0,6,USA,1,legal
378,5,5,5,5,4,5,5,6,5,3,4,4,4,5,4,3,2,2,7,4,4,7,7,2,7,2,3,7,0,0,0,4,Canada,1,illegal
1497,4,6,6,5,5,5,3,2,2,3,4,2,3,3,6,1,1,5,6,6,5,5,7,1,1,2,5,9,1,0,0,6,India,0,legal
854,6,1,6,6,6,6,6,2,1,6,6,6,3,6,2,2,3,4,3,6,4,5,5,3,4,4,5,10,1,0,0,6,USA,1,legal
6914,6,6,6,1,5,6,6,4,5,1,6,1,1,1,3,1,2,1,4,5,7,5,7,2,4,1,4,8,1,0,0,3,The Netherlands,1,illegal
5202,6,5,5,5,6,5,4,3,4,2,4,5,4,4,3,4,2,2,6,4,5,6,6,2,6,4,NA,8,1,0,0,1,USA,1,legal
404,3,4,3,5,5,4,2,4,3,3,1,4,3,3,3,1,5,4,5,5,7,1,6,7,6,2,4,6,1,0,0,2,Turkey,0,illegal
6824,6,5,6,6,6,5,3,5,2,2,5,4,4,4,4,3,5,3,6,2,5,3,6,2,6,2,3,7,1,0,0,4,India,0,legal
6932,5,5,4,4,4,4,2,1,1,1,2,2,1,1,1,3,5,3,4,6,5,2,6,2,3,4,3,8,0,0,0,2,USA,1,legal
2632,2,1,2,2,2,2,2,3,5,4,3,4,2,2,2,4,7,1,6,1,6,2,6,1,7,2,4,9,0,0,0,4,India,0,legal
6148,5,2,6,3,4,3,3,5,3,1,4,2,3,5,4,4,3,5,6,2,5,5,3,2,6,3,3,7,0,0,0,4,USA,1,legal
1738,2,4,3,2,3,1,4,4,1,3,3,2,1,2,2,3,5,4,4,2,5,4,5,3,5,5,2,6,0,0,0,2,UK,1,illegal
2127,4,4,4,4,4,4,3,4,4,2,4,4,4,2,4,4,5,3,3,5,6,6,6,5,6,4,3,7,0,0,0,4,New Zealand,1,illegal
